"0";"ID";"Massnahme";"Ebene1";"Ebene2";"Ebene3";"Wert";"Werttyp";"Parametername R";"...10"
62;"ID";"E_003_Wärmepumpen";"Planung, Bemessung und rechtliche Aspekte";"Titel/Inhalt";"NA";"NA";"String";"planbemtab";NA
63;"ID";"E_003_Wärmepumpen";"Planung, Bemessung und rechtliche Aspekte";"Titel/Inhalt";"NA";"NA";"String";"planbemtab";NA
64;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Fließtext";"NA";"NA";"String";"aufwandtxt";NA
65;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Investitionskosten";"Einheit";"NA";"String";"inve";NA
66;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Investitionskosten";"min";"NA";"String";"invmin";NA
67;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Investitionskosten";"max";"NA";"String";"invmax";NA
68;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Investitionskosten";"üblich";"NA";"String";"invueblich";NA
69;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Betriebskosten1";"Einheit";"NA";"String";"bet1e";NA
70;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Betriebskosten1";"min";"NA";"String";"bet1min";NA
71;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Betriebskosten1";"max";"NA";"String";"bet1max";NA
72;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Betriebskosten1";"üblich";"NA";"String";"bet1ueblich";NA
73;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Betriebskosten2";"Einheit";"NA";"String";"bet2e";NA
74;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Betriebskosten2";"min";"NA";"String";"bet2min";NA
75;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Betriebskosten2";"max";"NA";"String";"bet2max";NA
76;"ID";"E_003_Wärmepumpen";"Aufwand und Kosten";"Betriebskosten2";"üblich";"NA";"String";"bet2ueblich";NA
77;"ID";"E_003_Wärmepumpen";"Weitergehende Hinweise";"Fließtext";"NA";"NA";"String";"whinwtxt";NA
